name,lon,lat
,145.95913650895238,-36.757108206705475
,142.2857153080246,-36.62880282401828
,145.9032782431139,-36.57200020475587
,142.52785764452867,-37.717131875234024
,143.50735844322892,-37.010203013421574
,146.54749719386567,-37.00741759494215
,144.90482874464985,-36.66585565793574
,142.47065141908882,-36.53335605833811
,142.410522860771,-36.6707595193529
,143.38038771940128,-36.59702514551968
,144.8773708535675,-36.592409174365756
,142.3530221853017,-37.76569364720723
,144.81460080452212,-36.9172445685197
,145.30607604583898,-37.33954057526976
,146.4483750223217,-36.36587123085189
,143.3095059320555,-36.93294497289347
,146.88058880482177,-37.651293713814844
,143.5335053796909,-36.76422105327177
,146.4945224286395,-37.140089308251405
,144.27721916954576,-36.431681586164636
,144.60535862440918,-37.529340969188965
,146.8893644212333,-37.38177371329382
,142.93772299476842,-36.052511882755816
,145.22455353667948,-37.062843570102686
,145.65450556312317,-36.83982797249668
,142.83831177512326,-36.67794891813472
,143.04389235666338,-36.785417740168654
,142.1862836877261,-37.64193688975874
,143.50028840745935,-36.09745056479488
,143.81273056395574,-37.60521767131207
,143.57802910428435,-36.96663666820307
,143.2613903411761,-37.33947719098892
,146.40875267097238,-37.864487132348025
,143.60534369950594,-37.875937962820096
,142.83267061102674,-36.761305614752594
,146.8247534094805,-36.27237441167883
,144.42551666735272,-37.55668857735656
,144.42811847830822,-37.7492662040655
,145.1423818102879,-37.667682397680416
,143.63824180265502,-36.092933623683074
,145.15257013150423,-36.83439642747715
,143.42165588744203,-37.207841217188154
,146.64953280160054,-36.49257552051709
,145.33108046676193,-37.126182214377515
,143.3005158355507,-36.33088248386436
,145.69806718242805,-37.163014801305636
,143.17956793529308,-37.010991424475016
,142.49020880563072,-37.130770880106944
,144.97142671732402,-37.388388216894846
,143.75335097409328,-37.8651494727915
,143.5016309349136,-37.17640951632198
,142.3919148457462,-37.67039832495916
,146.3239412653097,-36.3948252850692
,145.93911785245908,-37.45870370286914
,143.68817197578588,-36.899995136649444
,142.49798960264295,-37.87453411853011
,144.86257525479127,-36.278361175381356
,146.77227547793547,-36.56179426361851
,145.91247291606993,-37.67409192194933
,146.429353885864,-37.583596699014485
,146.19045243649452,-37.83141688210306
,146.70743074331116,-37.05827933242619
,144.38632134607252,-37.739940674669405
,146.6631549675345,-36.17465164504449
,142.57587662896154,-37.51157986247202
,144.04212503800701,-36.276800143686096
,145.96958237895737,-37.25703475466423
,143.34103452568849,-37.05181602590647
,146.13784694789945,-36.107721051958585
,144.94785170602515,-36.157129934986386
,144.82161815495496,-36.24436530630281
,143.85282271295907,-37.73491171626878
,146.0241158639855,-36.16067954453761
,144.07741055767264,-36.85929135452401
,144.0813854660321,-36.83635317690429
,142.61168432402619,-36.60738331232062
,143.49198660868723,-37.00487254286325
,146.63877751865607,-37.71094459071743
,144.69077739792698,-36.53953019787659
,143.68059066574858,-36.90877895045041
,145.43102485932738,-37.281440639328316
,143.3221433125231,-36.75633401277547
,142.96289922585953,-36.749968824473925
,143.29406033973652,-37.65372581248871
,145.3726401453014,-37.63708864002803
,143.07299760543745,-36.83970278223102
,144.11834015302944,-37.211208756640616
,142.63710827180057,-36.36197627525989
,142.1729901979325,-37.03805781831711
,142.43781172710905,-37.071884096808525
,142.2084685496862,-36.47168007619705
,143.5982356062778,-37.56761324941141
,146.90820147013517,-36.20203095605827
,143.82764132788245,-37.36388227946516
,144.177252482314,-36.890441389920795
,144.41426374388018,-36.73591343202294
,146.95795302055114,-37.51831064933099
,146.85894194459186,-36.247003164906104
,143.47554719175167,-36.53192945869942
,145.74910491929163,-37.784977936177846
,145.01040443802825,-36.50087020942119
,143.57740342367993,-36.87136001273262
,142.07058518689198,-37.337527694095535
,142.3650192438354,-37.20600705843785
,145.09235464548107,-37.39878221891595
,145.5434370760698,-37.38707097485269
,142.50251154027953,-36.490070950187494
,142.4895291043035,-37.54147557428437
,143.5461446572072,-37.888238850281795
,144.5231463979458,-37.61990862568858
,144.18328550839703,-36.72749679163443
,145.99978957951532,-36.7257102369824
,143.8548336378825,-37.848037768253434
,144.06603894671622,-36.053005529669505
,144.73997365720635,-36.73665053201819
,145.8073833637004,-36.034908576440614
,146.34773706859073,-36.113602793669486
,145.14045403402147,-36.28579924473131
,145.50819974886076,-36.328291140191965
,142.8378374750485,-36.915855235708875
,145.61028648790955,-36.37195762453457
,143.28489208067373,-36.381224844092145
,143.33145793040384,-37.69651125391292
,146.01669679009674,-37.199561314564185
,143.63511800758576,-37.703387717378504
,146.07889422735033,-37.02022557401016
,142.78316780415096,-36.86207120085785
,142.4922051872551,-37.59924268473354
,142.82793242292541,-37.59546526502288
,143.4699297086359,-37.42256675969403
,143.77802150431532,-36.79684330554257
,144.51101429001767,-36.506782080111485
,145.75573007779798,-36.87917294484379
,144.29878316732723,-37.153233294064556
,146.9335527716731,-37.74169570211997
,143.01130818245377,-37.47127372704515
,143.3650668994078,-37.28273382999428
,146.8376480918265,-37.63462776757672
,142.08476207722728,-37.88682669484837
,144.53275068824067,-36.03716950734626
,142.5302413446806,-37.8582193698355
,146.65092475012446,-36.260609292923284
,144.9041329573871,-37.89880487927015
,146.2731538906899,-36.75633006889493
,144.69116067535728,-37.422799617552506
,145.892811510278,-37.65618652158401
,146.07562332050827,-37.72794353034561
,142.99776993675175,-36.36926270836509
,145.73273423559783,-37.47351665840081
,142.40693394400947,-37.55469834102787
,143.3715085136782,-36.59225492110664
,145.65190882839497,-37.37291680793355
,144.06393469849039,-37.610746424673394
,144.19901131579542,-36.12078686447976
,142.8035165668584,-37.36464155773379
,143.87842778510517,-37.555315242605595
,143.8134400678127,-36.69067342933296
,142.67478828453892,-37.31938421470008
,145.49934963534832,-36.353883452573776
,142.60287238707042,-36.401714350991504
,145.5373216608787,-37.06354020634789
,146.05180339262228,-36.95853785505225
,145.5923760675387,-37.33370266334205
,145.84842525770182,-36.07293621170719
,143.701288163084,-37.18219112284566
,144.24379916779324,-36.08873886256735
,146.9569240480993,-36.35410908116247
,146.04187382486714,-36.50664392619986
,143.27990646418618,-36.60490945569157
,143.4792309313777,-36.966559268498
,144.6874170236078,-36.99562333345084
,146.27508356188272,-37.8264991228387
,142.9245276420979,-36.82112500044178
,142.77246859479555,-36.754073419152874
,142.32991446334745,-37.514536407395006
,145.92962803835056,-37.06039312054173
,143.47465146994102,-37.87818071114137
,145.34595923252942,-36.54803984755271
,145.58749133477826,-37.823097471149254
,144.24936999884792,-36.91315791604548
,143.39314166453985,-36.45741630610042
,142.1931920288234,-36.44912615484231
,142.15839236251128,-37.63514675559446
,142.20305682060223,-36.19532795747578
,145.9558452719671,-37.264880552022376
,146.9803469041578,-36.71343225602412
,144.7209606172603,-36.25748069878264
,143.32285181399973,-36.55513822042044
,142.4347409845946,-36.72834357829874
,142.70165255385942,-36.92793460252245
,143.12740941922794,-37.82478099474059
,144.30802664217168,-36.918422185901676
,145.32153639531,-36.52513931406507
,146.0628348212754,-37.71400647408362
,144.818213263716,-37.093999517527664
,143.56041173701817,-36.535711830332374
,144.1685634771281,-37.77971420757002
,143.67866785300953,-37.01792500871802
,143.78459868098304,-37.380654960002104
,143.7177537387953,-36.80753898100903
,142.2670987315916,-36.72145007747202
,142.2002892094006,-37.50344114997022
,144.62606718453694,-36.06391284158323
,143.0475082244134,-36.781328420266114
,145.30893840108098,-36.25787101050902
,144.946039664638,-37.54897429034592
,144.65800053771636,-36.428693766204866
,145.70238454575667,-36.743630883900586
,144.47861868404948,-37.632613239715475
,142.52779223863604,-37.895057380488915
,142.45619716324418,-37.877833148319056
,146.18093088039646,-36.8090088947756
,146.19732814191886,-36.88615503705425
,142.95523745290004,-36.89299305695865
,145.14272324518655,-36.25171855930719
,144.54315035855598,-36.88026156782393
,143.8460748158715,-36.20087217239592
,142.47107046987543,-36.953798072614596
,143.47314316407935,-37.109179859725955
,145.4102122135642,-36.865558452931374
