name,lon,lat
,146.15122564073408,-37.57228487724196
,144.4292595060257,-37.27936473047553
,145.97711888880215,-37.75412129542383
,144.02142231280175,-36.13814824779359
,142.40456744041938,-37.05097415733632
,142.8250195275695,-37.212313418050115
,142.80088850822912,-36.00421473765077
,146.2318803233999,-37.31524366012714
,142.80081533474825,-37.14203614113562
,146.11279120629322,-37.237028700416936
,146.72928995730294,-37.24309900040218
,145.3834512637985,-37.08117254128721
,145.70513672004736,-36.76082088297902
,142.82252640452998,-37.29902138511829
,144.72869789550026,-36.89473331146599
,142.89631183761017,-36.99471748178199
,146.5850839340038,-36.33220603700647
,143.0166193165481,-36.445665377682445
,145.22726538723362,-37.543372921810466
,145.61193488984392,-37.3170631631994
,145.87978073169032,-36.18333032570731
,144.326296774451,-37.88033307991288
,143.74662899176175,-37.30227180312239
,143.74721666469677,-36.517883122368474
,146.48758508342956,-36.956924296870596
,146.43548961160948,-37.34721961151637
,146.08825763304296,-36.0902112581875
,144.3634191384486,-36.60549439298277
,142.64380448030104,-37.47362452512462
,143.01706560997064,-37.61756673602492
,144.58326897698637,-36.35214075278448
,146.5500085502628,-37.01016352586096
,146.28539195970058,-37.40226770679131
,143.51165335401612,-36.08115886848074
,146.220574971042,-37.580853226895314
,146.7852835781069,-36.62719716423721
,142.51216057914928,-36.168072811664
,142.16922494482378,-36.40611110486117
,143.70133319320132,-36.492112761548164
,143.52510798376147,-37.05476493000038
,146.13347076883062,-36.20999038767927
,143.24530483246244,-36.08043431939541
,142.27876830448187,-37.41732759218382
,145.024281621157,-36.59593488680621
,142.35655373683886,-37.10323110380269
,146.2954435972651,-37.420671217569556
,146.22693286532902,-37.715300565821224
,144.16368143065714,-37.54232784088285
,146.0081698172061,-36.86615437603316
,145.3719624155749,-36.50377162712125
,145.20630127805921,-36.04661478746162
,143.35013106848572,-37.36913616809792
,143.43650898200855,-37.07194121759442
,144.18185354392125,-36.0541105190103
,142.40995983176603,-37.85856385197698
,146.2858332800221,-36.51492353053076
,143.48857269840568,-36.264575399272914
,145.69992318948613,-37.41138893860627
,145.34387918398167,-36.51172202494411
,145.75619391601913,-36.65973378224628
,143.16432627126477,-36.78065608691613
,145.30466363157336,-36.60358642636764
,144.95767639170452,-36.4792810375577
,144.36397814853416,-36.9146151092591
,142.19011848343905,-37.363641719596586
,143.86555640401906,-36.26023442516959
,143.35657204932176,-36.31738491520438
,144.8066599219785,-37.25603397685269
,143.1244002291208,-37.81340037175784
,142.89944027797523,-36.59183318018062
,142.5714135815083,-37.39765653696405
,146.53559264453122,-37.28471787004791
,146.04311545874452,-36.45993446013945
,143.32539816803364,-36.426506119614245
,144.43556982578454,-37.81414541583374
,146.67872896976974,-36.57225847264958
,143.4151129229593,-37.357348146312106
,146.78981853773132,-37.15257899240072
,142.82558825427432,-36.080940250555926
,145.42404181469766,-36.226284264904905
,146.17400484744698,-37.660043030524186
,142.93236378256466,-36.83038059989274
,144.05055894975766,-36.752925131081376
,146.43146498721686,-37.06965213398733
,144.81646071147892,-36.06291531855657
,143.4920326454086,-36.26494980870358
,146.33675723346306,-36.085638775814964
,146.85550291973126,-36.1434187248739
,146.41671487737793,-37.20601997178469
,146.98677459681008,-37.05245345237345
,144.62558582143328,-37.79675715842293
,146.08189811861234,-36.99198730256065
,145.13421194775856,-37.18813163915037
,142.2840457710286,-37.16238113400055
,144.71814051238357,-37.223195623868925
,146.29909795798426,-36.37747755411986
,145.61689305043194,-37.6825903747528
,142.48905091088838,-36.305782834099944
,145.04052047937023,-36.716942439207415
,142.64615377939342,-37.738444280175976
,142.2053654459462,-37.64145479041906
,144.08653893970117,-37.30921915258593
,143.26392387510123,-36.85659001770151
,145.33755946312542,-37.81090852531385
,142.71818307413238,-37.29946793153905
,142.63849502760002,-37.66646112075028
,142.5093861429422,-37.65019072173313
,146.95329143507797,-37.177463555534764
,145.8999720402484,-36.63097802460197
,145.88399951833685,-36.71451207829739
,143.44519527779866,-36.133061199056385
,144.28517020801564,-37.54600108691023
,143.4657102735415,-37.125764705082595
,142.7134229199771,-37.286446595735136
,144.56237749286117,-37.84084443560302
,143.8006522026932,-36.525721005568776
,146.11790883947236,-36.89981436061303
,144.3173882215596,-36.85540248755895
,146.77875166552218,-36.92855996426035
,144.15505011362163,-37.307050492798595
,145.43935532192455,-37.49082784768952
,142.73076464705102,-37.460614549960866
,145.79585410922869,-37.15952512687444
,143.1353234334658,-37.27954603620266
,144.24239876795897,-36.67710169906216
,146.69945265501042,-36.78196698917769
,142.51067755725754,-36.559092096780226
,143.8742595734798,-36.60010190114772
,142.69153631580176,-36.61105550599324
,143.74875874392836,-37.89744508333002
,143.35488413156324,-37.22092469588955
,142.53138385724628,-37.77959341066462
,142.30398675597408,-36.551755915095306
,142.39394888608737,-37.69222764789337
,142.1222044100753,-37.03582212527789
,146.066373482403,-37.30179934346575
,146.17188839812331,-37.379595776119395
,142.72135915519672,-37.03799337739999
,146.16909489103125,-36.83023762819904
,144.02044526618403,-37.49157725926801
,145.69022433253176,-36.88534194210265
,142.46971301911347,-36.256000650749975
,146.8679978035001,-37.76048105080092
,143.46367830415028,-36.93968865485326
,146.65493279684455,-36.6081511157464
,142.45291477234954,-37.378919872972105
,145.04187920738477,-36.84558689940583
,142.48922879519125,-36.86881802971478
,143.4853154789835,-36.916779303900555
,144.78447669064627,-36.325054218159934
,145.6011635763798,-37.62689995203267
,143.77760061150383,-36.683077882080376
,144.68572316155016,-37.68878395659142
,143.48063581984786,-36.03129364976672
,144.115796031719,-36.71079038328591
,142.4746021965335,-37.04475119856829
,146.05131371510353,-37.617312510030416
,143.59512900837012,-37.66870089276231
,146.9807228240306,-36.800772867225575
,143.3301898035211,-37.81166135868323
,146.34759724435264,-36.50131385429473
,142.58580116398582,-37.87051281108202
,146.8265951263316,-37.67238437455769
,145.80199950034094,-37.35705798610133
,146.91011346955668,-37.02265450293025
,142.54410316530493,-37.54180086519918
,144.20187888965785,-37.39954823268085
